alpha,mass_up_quark,mass_down_quark,fitness
0.007304,4.292058764359559e-30,8.145996149129297e-30,0.999995
0.007301,3.6638778745391176e-30,8.21166151787225e-30,0.999999
0.007296,4.319087807438476e-30,8.991335240150292e-30,1.000000
0.007297,3.7962849808105804e-30,1.0239014407145515e-29,1.000000
0.007304,4.0299578528432025e-30,8.111196988599491e-30,0.999994
0.007285,3.8675783553948265e-30,7.988963179519416e-30,0.999981
0.007287,3.787338769699146e-30,7.905689254409477e-30,0.999988
0.007296,4.3646734936174706e-30,8.224910826366e-30,1.000000
0.007292,4.597122600969403e-30,7.125256170731648e-30,0.999997
0.007314,3.830960303783409e-30,9.565173883246914e-30,0.999964
0.007304,3.238314291807426e-30,8.881431152647e-30,0.999995
0.007284,3.518116134978176e-30,8.27668157100024e-30,0.999979
0.007303,3.744827688191013e-30,8.982473058842616e-30,0.999996
0.007336,4.500630503229284e-30,7.165143650888805e-30,0.999817
0.007309,3.970362482728153e-30,7.855895920300808e-30,0.999982
0.007310,3.345509882471372e-30,8.854247525768408e-30,0.999981
0.007259,3.970769504714881e-30,8.40757680020365e-30,0.999812
0.007329,3.5037677745255976e-30,9.061582579208278e-30,0.999878
0.007296,4.036368970879863e-30,8.502664537666705e-30,1.000000
0.007300,3.904089605098645e-30,8.740593349526554e-30,0.999999
0.007305,4.098375693773976e-30,9.472551413731685e-30,0.999994
0.007322,3.328726302176619e-30,8.83288839229441e-30,0.999921
0.007277,3.7019833657104665e-30,9.161459369623747e-30,0.999946
0.007317,3.754175593998306e-30,7.872755360750071e-30,0.999952
0.007284,4.08179411083724e-30,7.851495378815228e-30,0.999978
0.007308,4.3806670019534555e-30,1.0265937934646987e-29,0.999986
0.007302,4.941039285384893e-30,9.408396648247317e-30,0.999998
0.007299,3.981610398845689e-30,8.560677560833771e-30,1.000000
0.007285,3.9054409474918264e-30,8.258764809874957e-30,0.999981
0.007314,3.777611352965995e-30,9.141912861715521e-30,0.999966
0.007313,3.882544581112373e-30,8.561823365833046e-30,0.999969
0.007294,3.892642452108922e-30,7.136515112827224e-30,0.999999
0.007315,3.7335230648173986e-30,8.333596035238784e-30,0.999963
0.007315,3.542317243643377e-30,7.964632456328739e-30,0.999961
0.007301,3.6947077241182966e-30,8.574396697027669e-30,0.999999
0.007303,4.040581355349629e-30,8.102081243552403e-30,0.999996
0.007291,4.026473821375102e-30,7.826306793859195e-30,0.999995
0.007303,3.361529044261109e-30,8.069494666760117e-30,0.999996
0.007308,4.1118953247185716e-30,8.84657835194988e-30,0.999985
0.007304,4.7164604873312965e-30,7.14109482560666e-30,0.999995
0.007291,4.3800693559525544e-30,9.18853393635513e-30,0.999995
0.007274,4.150232578130204e-30,8.927218349089555e-30,0.999935
0.007299,4.243130310318519e-30,9.767399047394484e-30,1.000000
0.007303,4.4306465330842506e-30,8.854306713330702e-30,0.999996
0.007312,3.873001703858242e-30,9.560160216961088e-30,0.999973
0.007301,3.1349655384466385e-30,9.599526093213843e-30,0.999999
0.007294,4.388578480608689e-30,8.906595850751512e-30,0.999999
0.007318,4.012046891149158e-30,9.812777982953112e-30,0.999949
0.007284,3.470512731042349e-30,1.030550163508054e-29,0.999978
0.007288,3.82860433802677e-30,9.297796522410133e-30,0.999989
0.007307,4.3274071765242975e-30,9.174265354234755e-30,0.999989
0.007312,3.3506833051765026e-30,1.0421859885363924e-29,0.999973
0.007326,4.432908197274238e-30,9.099911970846154e-30,0.999899
0.007271,3.9489974379816606e-30,8.401921664810044e-30,0.999911
0.007320,4.236746954899569e-30,8.665828285090538e-30,0.999936
0.007308,3.2599817328728066e-30,8.54955203347096e-30,0.999985
0.007288,3.926013936694412e-30,8.359124880835841e-30,0.999990
0.007291,3.364600412519972e-30,7.261486608329383e-30,0.999995
0.007286,3.872563888193404e-30,8.118307653708142e-30,0.999985
0.007282,3.3234417616087835e-30,8.365441198309427e-30,0.999970
0.007312,4.204006904978985e-30,8.503648286221119e-30,0.999972
0.007307,4.138194502655762e-30,7.735687988616136e-30,0.999989
0.007268,3.383287434881327e-30,8.914467930950325e-30,0.999893
0.007314,4.318155845314564e-30,8.728614535051438e-30,0.999964
0.007305,3.215291063069869e-30,9.102784594941091e-30,0.999993
0.007306,4.472282292585719e-30,6.702988185344675e-30,0.999991
0.007283,3.964110508975922e-30,6.795394551376369e-30,0.999975
0.007297,4.1491758972466044e-30,9.428204704819363e-30,1.000000
0.007309,3.7897771945305394e-30,7.612921298766577e-30,0.999982
0.007296,4.177655550455856e-30,9.302065514933535e-30,1.000000
0.007289,3.500567286728154e-30,7.131902469280949e-30,0.999991
0.007289,3.364874229715702e-30,7.720775055863935e-30,0.999992
0.007315,3.797021879027659e-30,9.768527117449102e-30,0.999960
0.007294,3.609156840865429e-30,9.184498664711892e-30,0.999999
0.007296,4.483766740980501e-30,8.110901732120327e-30,1.000000
0.007282,3.932726017205625e-30,6.349428420367216e-30,0.999972
0.007293,3.349291766738846e-30,9.239156806971666e-30,0.999997
0.007284,3.964878961446104e-30,9.344331227360122e-30,0.999976
0.007299,3.25714794247098e-30,8.906719648170858e-30,1.000000
0.007303,3.0208763393063448e-30,7.100345510689663e-30,0.999996
0.007280,3.372279814615324e-30,9.078087548818578e-30,0.999961
0.007290,3.931703781827404e-30,1.0288349534715328e-29,0.999994
0.007305,4.2609309693049184e-30,8.720488177762407e-30,0.999994
0.007287,4.5126911659386254e-30,8.93183830280119e-30,0.999987
0.007300,4.43725870133437e-30,8.268163619495737e-30,0.999999
0.007290,3.818120549761546e-30,7.218560126154452e-30,0.999994
0.007305,4.286877899949202e-30,9.15454345173229e-30,0.999994
0.007284,3.98210542260111e-30,8.70171564772286e-30,0.999979
0.007304,3.79327724806798e-30,8.895981182991811e-30,0.999995
0.007302,3.6501141055279954e-30,9.279961702634496e-30,0.999997
0.007296,4.1330169319001196e-30,9.454000994059196e-30,1.000000
0.007290,4.0875090889665005e-30,1.0183874098719293e-29,0.999992
0.007311,4.249812808206423e-30,9.265946704777944e-30,0.999978
0.007301,3.857322110255425e-30,8.741659936079596e-30,0.999999
0.007290,3.4530278447068344e-30,9.021719276164316e-30,0.999993
0.007309,4.9929498093779505e-30,6.782186287691092e-30,0.999984
0.007297,3.919444012956469e-30,9.146575081581755e-30,1.000000
0.007327,3.6952472431245485e-30,8.04382519600403e-30,0.999889
0.007304,3.4111393318243835e-30,8.600393269817197e-30,0.999994
0.007321,3.9779062939550795e-30,9.346003463064791e-30,0.999928
0.007299,4.4717081082529174e-30,7.790705020846906e-30,1.000000
0.007308,3.7880286306448984e-30,8.582065683610676e-30,0.999986
0.007270,4.033370106221305e-30,7.960847443604506e-30,0.999908
0.007288,4.570561765865628e-30,6.959613459502351e-30,0.999990
0.007311,3.8187686568092944e-30,9.73585278766308e-30,0.999977
0.007302,3.680905631766059e-30,8.154981986166096e-30,0.999997
0.007309,4.179480584400941e-30,9.841901460962968e-30,0.999984
0.007299,3.825875387006535e-30,8.023597872957702e-30,1.000000
0.007309,3.59647620538208e-30,8.494859324053087e-30,0.999984
0.007301,3.9032653674550095e-30,8.395813752007533e-30,0.999999
0.007294,3.9962446703439585e-30,8.537298088838187e-30,0.999998
0.007312,4.043871510726031e-30,9.055350498772699e-30,0.999974
0.007287,4.184476647607203e-30,9.275195029370996e-30,0.999986
0.007288,4.798422062642399e-30,9.163898311872458e-30,0.999990
0.007297,4.0258009120123706e-30,8.089790556524098e-30,1.000000
0.007294,4.0500637896056955e-30,7.72577240569093e-30,0.999999
0.007272,3.4638045336881434e-30,8.066451329091721e-30,0.999922
0.007316,4.4211793055754956e-30,8.553242972269522e-30,0.999957
0.007303,4.00762524863835e-30,9.047137433096713e-30,0.999996
0.007317,3.920025004382288e-30,8.370995128641315e-30,0.999953
0.007284,3.3750829840184116e-30,9.182367708851025e-30,0.999977
0.007297,4.3531025311602096e-30,9.699279599805598e-30,1.000000
0.007321,3.5159838902156406e-30,1.0565262365478952e-29,0.999932
0.007284,4.018102241923954e-30,7.30868572467655e-30,0.999977
0.007300,3.779836703125289e-30,8.853665921783832e-30,0.999999
0.007309,3.575081380484074e-30,9.028520075509574e-30,0.999982
0.007312,4.083522422813547e-30,8.247613632305537e-30,0.999974
0.007287,4.197795895023498e-30,7.99859744440963e-30,0.999986
0.007291,3.901746952230048e-30,7.892844682022006e-30,0.999996
0.007320,3.773444067028458e-30,8.479721790777175e-30,0.999938
0.007317,3.964519828966685e-30,9.488641019594663e-30,0.999949
0.007288,4.125994330227584e-30,7.964506812129543e-30,0.999990
0.007300,3.1208897039486683e-30,9.882909148969951e-30,0.999999
0.007312,4.020618222646694e-30,8.033299509861158e-30,0.999973
0.007302,4.587858604366782e-30,8.456667513771862e-30,0.999998
0.007282,4.410470826267955e-30,8.424423102125027e-30,0.999969
0.007298,4.07310539808368e-30,7.822794041832189e-30,1.000000
0.007321,3.3276666329449246e-30,7.592601385421871e-30,0.999933
0.007292,3.609166703411811e-30,8.23550704606309e-30,0.999996
0.007269,3.839967497119964e-30,7.868379854281824e-30,0.999902
0.007282,3.4095859590906896e-30,9.952856512913403e-30,0.999969
0.007294,3.847943929211204e-30,9.57231350552672e-30,0.999999
0.007298,4.08093689545462e-30,9.14495375523587e-30,1.000000
0.007316,3.7416657660233554e-30,7.733484408346841e-30,0.999955
0.007279,3.6101966622272296e-30,9.637192100418168e-30,0.999960
0.007315,4.142996250199751e-30,6.935378702327287e-30,0.999959
0.007291,3.663306643328586e-30,8.050264456580102e-30,0.999995
0.007282,3.815367155563231e-30,7.997285114839398e-30,0.999971
0.007295,3.6047749717768915e-30,8.485391122681095e-30,0.999999
0.007307,3.68971139236196e-30,8.726544677128882e-30,0.999988
0.007307,3.6648193841227936e-30,8.309953320542914e-30,0.999989
0.007282,4.565318381314898e-30,8.932788579233144e-30,0.999969
0.007298,4.157550878554895e-30,8.134979082792943e-30,1.000000
0.007290,3.618632868600062e-30,8.077982140660215e-30,0.999993
0.007312,3.470488026268602e-30,8.683356737589576e-30,0.999974
0.007268,3.608387011969669e-30,7.93140002964429e-30,0.999894
0.007263,3.5684024653313694e-30,8.120659430645155e-30,0.999851
0.007287,3.7415376918075e-30,8.553273184184547e-30,0.999988
0.007313,4.51346966265272e-30,8.432645453904596e-30,0.999969
0.007294,3.4044067531128384e-30,8.429578392677806e-30,0.999998
0.007307,3.6348171013851154e-30,9.166530129104801e-30,0.999988
0.007294,3.2983044773960814e-30,9.256589465096289e-30,0.999999
0.007279,3.685035560930628e-30,8.561207359815436e-30,0.999957
0.007291,3.1547543615156724e-30,9.86461937964815e-30,0.999995
0.007260,4.074184433275609e-30,7.926226261774914e-30,0.999824
0.007294,3.8788050818426184e-30,7.021887478900685e-30,0.999999
0.007316,3.509692303862587e-30,7.533605281473347e-30,0.999959
0.007309,4.084879452054982e-30,8.681429600609356e-30,0.999983
0.007289,3.790571737713502e-30,9.270381044459942e-30,0.999992
0.007293,3.893178311674562e-30,8.669176511460059e-30,0.999997
0.007311,3.6790805132412e-30,9.337957267563551e-30,0.999977
0.007305,4.3232361285833565e-30,8.82533328893889e-30,0.999993
0.007298,4.498084532923327e-30,8.505328544851515e-30,1.000000
0.007291,3.614478291994869e-30,9.228448343099284e-30,0.999994
0.007317,3.717435500171438e-30,8.805179066677686e-30,0.999953
0.007290,3.350025172567593e-30,7.312726190031733e-30,0.999993
0.007287,3.456934101268374e-30,9.364792325386003e-30,0.999986
0.007299,3.864179778046399e-30,1.0001800291252758e-29,0.999999
0.007312,2.9271740049179446e-30,9.301303067121211e-30,0.999972
0.007268,3.979929826839043e-30,8.841290970381935e-30,0.999896
0.007293,3.866779705415366e-30,8.253077378594106e-30,0.999997
0.007306,3.879646566803187e-30,8.727516449593333e-30,0.999990
0.007274,4.34964036344809e-30,9.392289950579903e-30,0.999932
0.007312,4.239133214375918e-30,9.018459296272186e-30,0.999973
0.007295,4.6564797422274774e-30,9.280859586154832e-30,0.999999
0.007276,3.506919370114578e-30,9.097689533788392e-30,0.999943
0.007321,4.570642632588008e-30,8.482206471150945e-30,0.999932
0.007278,3.608079794428825e-30,9.439440919044901e-30,0.999955
0.007299,3.900734785843088e-30,9.162126375305155e-30,1.000000
0.007288,3.878327388086503e-30,8.469226900840064e-30,0.999989
0.007286,3.848550812919209e-30,7.557956720909947e-30,0.999985
0.007290,4.4057255999718684e-30,8.11378003562993e-30,0.999993
0.007296,4.2789077025279175e-30,8.754243986303331e-30,1.000000
0.007295,3.6366433036935916e-30,7.042682875592992e-30,0.999999
0.007317,5.180713574343034e-30,9.361397224917209e-30,0.999951
0.007285,4.071629027090086e-30,8.782042935563633e-30,0.999981
0.007301,5.062151955189251e-30,8.382676920977973e-30,0.999998
0.007304,4.1664261682684026e-30,8.817974638146527e-30,0.999994
0.007280,4.068379280405282e-30,8.25519429864397e-30,0.999962
0.007296,3.769551228695565e-30,6.826098956972951e-30,1.000000
0.007292,3.812737087880807e-30,8.885387687432651e-30,0.999996
0.007310,4.278152213973002e-30,7.17703219483772e-30,0.999980
0.007302,4.8805741027651264e-30,9.523074652637913e-30,0.999998
0.007311,3.963672449224933e-30,8.06011794461897e-30,0.999977
0.007289,3.876816246689809e-30,9.361881776306558e-30,0.999991
0.007280,3.56040433824851e-30,8.977536996526421e-30,0.999961
0.007282,3.420595402367026e-30,9.51610681348889e-30,0.999970
0.007310,4.4110870605162944e-30,7.644551624793111e-30,0.999979
0.007303,3.650785859743538e-30,8.600121463604819e-30,0.999995
0.007281,4.684640601730235e-30,8.486413399590081e-30,0.999967
0.007311,3.962268831332622e-30,9.688973229721467e-30,0.999978
0.007317,3.5964183770792946e-30,8.697131857340605e-30,0.999952
0.007303,3.9073465911770324e-30,9.077747996625204e-30,0.999996
0.007290,3.913487999953307e-30,8.029132832486488e-30,0.999993
0.007292,3.747372244645326e-30,8.108474583147763e-30,0.999996
0.007294,3.8778772183531184e-30,9.106795896763051e-30,0.999998
0.007266,3.610598248059045e-30,8.795313092744392e-30,0.999876
0.007298,3.830231544356818e-30,9.148058387179651e-30,1.000000
0.007316,3.545660553074978e-30,8.875498195832391e-30,0.999958
0.007279,3.4281225115623225e-30,9.848113840303036e-30,0.999957
0.007302,3.9073734118255706e-30,9.070984760921336e-30,0.999998
0.007305,4.5320888178006934e-30,9.69847677827667e-30,0.999993
0.007309,3.489762417048947e-30,8.307190135759937e-30,0.999984
0.007282,3.646365909869178e-30,9.23726041534157e-30,0.999969
0.007319,4.082993802917023e-30,8.923211738798297e-30,0.999944
0.007300,3.919454669708148e-30,7.787202803801907e-30,0.999999
0.007283,4.45355665414421e-30,7.286674485179376e-30,0.999973
0.007290,3.5840671652699526e-30,7.262415388357514e-30,0.999993
0.007320,3.797658972152622e-30,9.244335631728751e-30,0.999938
0.007296,4.0814004230686295e-30,8.370671508794172e-30,1.000000
0.007285,4.36952917150223e-30,8.571641076238252e-30,0.999980
0.007293,2.8532718439284837e-30,9.289492106811661e-30,0.999998
0.007286,3.484232102125359e-30,8.627593980516179e-30,0.999983
0.007307,3.634730432005613e-30,6.453251451547971e-30,0.999989
0.007282,3.875531884983395e-30,7.342909376129096e-30,0.999971
0.007324,4.342268939707588e-30,8.660663859846963e-30,0.999914
0.007290,3.741816836731896e-30,7.422203022303983e-30,0.999993
0.007276,4.146870863493745e-30,1.0255301097597989e-29,0.999943
0.007292,3.6385238079661475e-30,9.041009267501894e-30,0.999996
0.007289,3.9260371965362675e-30,9.020676716383272e-30,0.999991
0.007303,4.565720175358005e-30,8.44914791940254e-30,0.999996
0.007298,3.190924195082612e-30,9.98071073251229e-30,1.000000
0.007291,4.437866738723717e-30,7.647009409025446e-30,0.999996
0.007307,4.551318983572744e-30,7.695266072525674e-30,0.999988
0.007282,4.182115538402976e-30,7.06539676175812e-30,0.999971
0.007281,4.100985625213536e-30,8.195433811675736e-30,0.999965
0.007297,3.3321263855268434e-30,8.027222068544186e-30,1.000000
0.007280,3.5864054329682515e-30,8.961930743410094e-30,0.999962
0.007291,3.8417757461066495e-30,8.105260877856507e-30,0.999995
0.007292,4.345296670077771e-30,6.483141565001659e-30,0.999997
0.007305,3.600568553175312e-30,7.19968425946684e-30,0.999993
0.007319,3.870226911206029e-30,8.90300716209287e-30,0.999940
0.007285,3.585319504054602e-30,9.03521523396719e-30,0.999980
0.007297,4.190827101632885e-30,9.129042556598284e-30,1.000000
0.007287,3.842714761351096e-30,8.426168418016626e-30,0.999987
0.007310,3.83345071917907e-30,8.929649227449646e-30,0.999980
0.007302,4.156924999821558e-30,6.869601167361847e-30,0.999998
0.007303,4.1818559080132956e-30,9.17698486079672e-30,0.999996
0.007309,4.352917916997412e-30,9.043665030574924e-30,0.999984
0.007286,3.3092828421524686e-30,8.626678017165132e-30,0.999984
0.007310,4.2017164053687955e-30,8.140547976704633e-30,0.999979
0.007299,3.855870396005594e-30,8.9793792937952e-30,1.000000
0.007319,3.5531206047434186e-30,7.431020231969667e-30,0.999943
0.007293,4.650643847285322e-30,7.516905353059587e-30,0.999997
0.007289,4.0297085539541685e-30,8.99882452531087e-30,0.999991
0.007290,4.3839431918094375e-30,9.49989949742168e-30,0.999992
0.007288,4.388344321096278e-30,8.506296515687514e-30,0.999990
0.007294,4.120525414409829e-30,8.645650953403409e-30,0.999999
0.007303,3.6343969326831916e-30,9.206287403998887e-30,0.999996
0.007298,3.88814859534373e-30,7.996064682030998e-30,1.000000
0.007295,3.5624996073878326e-30,6.85275205603016e-30,0.999999
0.007332,3.712807487043538e-30,7.381697093976525e-30,0.999848
0.007306,4.3294424147307525e-30,8.268444760261662e-30,0.999991
0.007313,3.5026582749031356e-30,9.838570027241112e-30,0.999969
0.007298,4.0306251695139146e-30,7.295973333655243e-30,1.000000
0.007289,3.433148756937731e-30,7.638242593404619e-30,0.999990
0.007307,3.3995729340997406e-30,9.027567264693618e-30,0.999988
0.007316,4.137434952536234e-30,7.573607248257534e-30,0.999955
0.007306,3.285997331414376e-30,8.149532201107335e-30,0.999990
0.007322,3.5588594599157096e-30,7.922962123864381e-30,0.999927
0.007308,4.010206621672768e-30,7.211159306988265e-30,0.999986
0.007265,3.999375640022217e-30,8.343602242312162e-30,0.999866
0.007278,3.665742056934336e-30,8.086756944446579e-30,0.999952
0.007311,3.4692427091739104e-30,1.0210913380637914e-29,0.999977
0.007290,3.980906726483863e-30,9.531638718398018e-30,0.999993
0.007293,3.2485815105540754e-30,8.749512968204803e-30,0.999998
0.007299,4.595237179753396e-30,6.464324340965699e-30,1.000000
0.007310,2.8117650787252418e-30,7.979561416136467e-30,0.999979
0.007324,4.186518790509236e-30,8.412473862500548e-30,0.999914
0.007288,3.7925809342939256e-30,9.168955755230732e-30,0.999990
0.007283,3.3370584407271086e-30,8.665848855713755e-30,0.999975
0.007296,3.959781632971553e-30,7.160254402469943e-30,1.000000
0.007318,4.2620984121712544e-30,7.721323271251148e-30,0.999946
0.007299,3.7347872126471444e-30,8.354255228495346e-30,1.000000
0.007307,4.069428686664438e-30,9.36026068445583e-30,0.999989
0.007300,3.906025716771864e-30,7.378349044816704e-30,0.999999
0.007311,3.9326268774493714e-30,7.96102926959903e-30,0.999976
0.007279,4.195336440267763e-30,7.864870544788693e-30,0.999956
0.007292,4.004589995282239e-30,9.705426947276536e-30,0.999996
0.007294,4.090772051372716e-30,9.743305337931606e-30,0.999999
0.007278,3.549676369468456e-30,8.282575421567273e-30,0.999951
0.007283,3.594668748870982e-30,7.712397861130717e-30,0.999976
0.007305,3.214178415652539e-30,9.341983280446939e-30,0.999992
0.007309,3.314978503890415e-30,8.014547868203299e-30,0.999984
0.007289,3.609286370041523e-30,7.273806840424511e-30,0.999990
0.007268,3.6430118317359884e-30,8.242478904522087e-30,0.999893
0.007293,4.518370809267775e-30,8.062892483519167e-30,0.999997
0.007270,4.8086919478506674e-30,8.382129662668592e-30,0.999906
0.007270,3.413091385209921e-30,7.420121574915993e-30,0.999903
0.007291,3.8188929610621705e-30,8.224058000853225e-30,0.999996
0.007289,3.594009793837948e-30,8.7959349809449e-30,0.999991
0.007313,3.704791929190642e-30,8.507109052373104e-30,0.999971
0.007306,3.6231453749244954e-30,8.673550492970865e-30,0.999991
0.007313,3.6903306315345736e-30,8.796905570848685e-30,0.999971
0.007293,3.646647691654443e-30,7.97731049969972e-30,0.999998
0.007291,3.628717120845834e-30,8.962916327820219e-30,0.999995
0.007312,3.771415007050631e-30,8.990609512603349e-30,0.999972
0.007292,3.6146952333084916e-30,7.715046695506221e-30,0.999997
0.007302,3.6309664661729706e-30,8.683906577815958e-30,0.999997
0.007307,3.5621833638379185e-30,9.375614901490975e-30,0.999989
0.007311,3.758384575940853e-30,8.543609914968148e-30,0.999976
0.007278,3.670788590857629e-30,1.0497949725754884e-29,0.999951
0.007310,3.267902683221718e-30,7.948680796166482e-30,0.999981
0.007305,3.554436982166059e-30,7.297812367481303e-30,0.999992
0.007288,3.601594696120084e-30,8.810633001042324e-30,0.999988
0.007287,2.935353772390897e-30,8.409355781070239e-30,0.999988
0.007316,3.946031960741255e-30,8.948531927060977e-30,0.999958
0.007286,3.3220786196870135e-30,8.192523497275989e-30,0.999985
0.007305,3.776355694072263e-30,8.997722272728527e-30,0.999992
0.007293,3.171304842996238e-30,8.371530042410181e-30,0.999997
0.007299,4.018125765240868e-30,7.80664344143886e-30,1.000000
0.007320,3.485116224627706e-30,6.458552441784988e-30,0.999938
0.007330,4.4906184949066924e-30,8.281921259455476e-30,0.999868
0.007305,4.0968208368220545e-30,8.096757931243418e-30,0.999993
0.007323,3.3979293516108865e-30,9.530301174490447e-30,0.999921
0.007291,4.180714959104512e-30,8.904937554357913e-30,0.999996
0.007308,3.362415969641763e-30,8.87957442285312e-30,0.999986
0.007307,4.46637553569849e-30,8.31742767467143e-30,0.999988
0.007304,4.080948389721921e-30,8.502797912247558e-30,0.999994
0.007302,3.77043673724933e-30,9.330756155588222e-30,0.999997
0.007293,4.4053168978993914e-30,8.881449016824718e-30,0.999997
0.007294,3.791543434783579e-30,8.510630243366826e-30,0.999998
0.007276,4.07692384336798e-30,8.612884184030433e-30,0.999945
0.007291,3.965493110706155e-30,7.60632032526103e-30,0.999995
0.007298,3.7956811796569256e-30,7.961052750952058e-30,1.000000
0.007289,3.9682443847357076e-30,8.30813853097862e-30,0.999992
0.007310,3.439338392939321e-30,9.190301522127538e-30,0.999980
0.007290,3.179170490063262e-30,8.135525804461458e-30,0.999994
0.007312,4.3345043734415104e-30,8.218677500491215e-30,0.999972
0.007315,4.271941306631436e-30,8.174975558802066e-30,0.999963
0.007275,4.457613608851673e-30,9.644746438597859e-30,0.999937
0.007309,4.245548250432125e-30,9.400002556641277e-30,0.999982
0.007300,3.634545227387881e-30,7.812114892270073e-30,0.999999
0.007305,3.52303085930431e-30,8.379827576432238e-30,0.999992
0.007294,3.9897522138324964e-30,8.667288455645633e-30,0.999999
0.007332,3.20954772521302e-30,8.367841814923997e-30,0.999846
0.007271,3.5494024437097386e-30,8.591851851102164e-30,0.999914
0.007291,3.802569497573921e-30,7.443698320662779e-30,0.999995
0.007304,3.8735492242046075e-30,6.60753629585033e-30,0.999995
0.007297,4.704961209186441e-30,8.982684079759548e-30,1.000000
0.007305,3.4775206657264575e-30,8.67854458905835e-30,0.999992
0.007300,4.189899923857324e-30,8.555829675848622e-30,0.999999
0.007314,4.204422631591752e-30,8.435404366679949e-30,0.999967
0.007307,4.185464774067126e-30,8.892133106125853e-30,0.999989
0.007296,3.990994824114387e-30,9.109065192989621e-30,1.000000
0.007302,4.4914519892559266e-30,8.395792347898144e-30,0.999997
0.007295,4.0710626580379855e-30,8.453278855769334e-30,0.999999
0.007295,3.990548890933792e-30,7.872639213010276e-30,0.999999
0.007302,3.672935681600791e-30,7.714298287238237e-30,0.999997
0.007305,3.654274047388358e-30,7.190452438420371e-30,0.999994
0.007312,4.627866542859755e-30,8.230948426692688e-30,0.999972
0.007289,4.270449022857099e-30,8.351135271995152e-30,0.999991
0.007307,4.848201700828736e-30,7.602812325897866e-30,0.999988
0.007319,4.159377253764546e-30,7.947978449172506e-30,0.999939
0.007297,3.5654910378129456e-30,6.771454426927386e-30,1.000000
0.007305,3.806413550717874e-30,9.158075898345894e-30,0.999992
0.007285,4.745802947222607e-30,1.0032833085394689e-29,0.999981
0.007285,3.448479525553852e-30,8.041930649893269e-30,0.999982
0.007301,3.420890782256374e-30,8.986394009274961e-30,0.999999
0.007307,4.156471870366993e-30,7.994483986986129e-30,0.999989
0.007283,4.251532496669374e-30,6.676611689777774e-30,0.999974
0.007315,4.4383315787548206e-30,8.901515903768862e-30,0.999961
0.007325,3.858061970940894e-30,7.412336897665796e-30,0.999905
0.007305,3.4470554548266624e-30,8.958901368993155e-30,0.999994
0.007291,3.700301377141844e-30,7.292254040415511e-30,0.999996
0.007288,3.67939708347342e-30,1.0097153214039086e-29,0.999990
0.007283,3.1485894167821826e-30,7.829022953290835e-30,0.999974
0.007286,4.281647923932283e-30,7.783589472504024e-30,0.999983
0.007325,3.9056708182481574e-30,1.0006702403314219e-29,0.999904
0.007295,3.548482202682317e-30,9.412756138765375e-30,0.999999
0.007311,4.339157146256333e-30,9.03436844209726e-30,0.999976
0.007320,3.0670669167149813e-30,8.128662701091642e-30,0.999937
0.007288,4.7253569496918994e-30,8.36901537023672e-30,0.999989
0.007320,3.938426879741506e-30,8.839265147693174e-30,0.999936
0.007295,4.321945473927204e-30,8.224511979347781e-30,1.000000
0.007299,3.8372507959993744e-30,8.52165513244974e-30,1.000000
0.007303,3.358735371909026e-30,1.0064826342830687e-29,0.999996
0.007315,3.697900836057535e-30,7.921309649249356e-30,0.999961
0.007292,4.147520999093791e-30,9.096345702067158e-30,0.999996
0.007295,4.0182509476183956e-30,9.85444059620353e-30,1.000000
0.007262,3.3687687832594704e-30,9.622390033432555e-30,0.999848
0.007345,3.9985513784560775e-30,7.144837642783935e-30,0.999718
0.007296,3.8228349829253245e-30,9.948188404570822e-30,1.000000
0.007302,4.342746166305758e-30,7.666390515452491e-30,0.999998
0.007277,3.803945409760749e-30,8.245062057883324e-30,0.999950
0.007289,4.4332623447891956e-30,7.519427417839817e-30,0.999990
0.007305,4.416888722903682e-30,7.651148632737878e-30,0.999993
0.007326,3.628416028371326e-30,9.271186694406896e-30,0.999898
0.007281,3.431112796034052e-30,7.646784422149019e-30,0.999968
0.007314,3.9042251810555344e-30,8.37046727905344e-30,0.999966
0.007276,4.740239503113124e-30,8.516400905657444e-30,0.999943
0.007272,3.99712902233738e-30,8.53717812769758e-30,0.999922
0.007308,3.886419526136729e-30,8.099961208375831e-30,0.999986
0.007320,3.536182719861999e-30,8.288607531187045e-30,0.999938
0.007304,4.111634429285503e-30,7.456929865645557e-30,0.999995
0.007283,4.102288585640981e-30,8.724486727752073e-30,0.999974
0.007292,3.709912174679499e-30,1.0262980302073528e-29,0.999997
0.007306,3.9334476836790294e-30,9.001345081149936e-30,0.999991
0.007276,3.863276929284906e-30,9.876707800611831e-30,0.999941
0.007315,4.106387536401394e-30,8.560155954489844e-30,0.999961
0.007296,3.189806509923137e-30,8.064922871103835e-30,1.000000
0.007296,4.264831351172174e-30,9.495690356763109e-30,1.000000
0.007298,3.9109972189794236e-30,9.211899099350826e-30,1.000000
0.007285,4.2778561903789795e-30,8.703337690956778e-30,0.999981
0.007269,3.826341506515e-30,7.136728961476102e-30,0.999898
0.007271,3.558651535060338e-30,7.472128545609654e-30,0.999915
0.007274,4.6685697099074146e-30,1.0363177822071777e-29,0.999935
0.007299,3.850744156060446e-30,7.588518910900584e-30,1.000000
0.007305,4.6681270660270835e-30,7.2767015017035e-30,0.999994
0.007299,3.4520492663799744e-30,8.6490884247297e-30,1.000000
0.007294,4.150601761984788e-30,8.646750212352573e-30,0.999999
