alpha,mass_up_quark,mass_down_quark,fitness
0.007272,4.228307902202306e-30,8.309348675432101e-30,0.999922
0.007284,3.2065851238321705e-30,9.206559150737515e-30,0.999978
0.007296,5.0382321845713724e-30,8.189902449933622e-30,1.000000
0.007326,3.519302598610814e-30,9.206864590093255e-30,0.999897
0.007278,4.031596247248429e-30,8.262127075331081e-30,0.999951
0.007315,4.1907198473098304e-30,8.130461855615449e-30,0.999960
0.007273,4.478723984149024e-30,9.630928290953033e-30,0.999924
0.007313,3.765010850573052e-30,8.599534643500367e-30,0.999970
0.007308,4.4704681583980525e-30,8.728890893694115e-30,0.999987
0.007294,3.502804487813786e-30,7.430829971306433e-30,0.999999
0.007306,3.435679946730302e-30,9.844130502029134e-30,0.999990
0.007294,3.777509079872901e-30,8.741569894878973e-30,0.999999
0.007275,4.108214274130995e-30,6.551491567980556e-30,0.999938
0.007305,4.206383647897765e-30,8.961219714385304e-30,0.999992
0.007294,4.0306229259884884e-30,9.597714758140777e-30,0.999998
0.007288,3.9031149829261265e-30,8.981485717190261e-30,0.999990
0.007307,3.639914830932841e-30,8.430981270199503e-30,0.999988
0.007309,3.896682977711716e-30,7.18909838265281e-30,0.999983
0.007275,3.9293289918879115e-30,9.645801348383136e-30,0.999937
0.007288,3.255630222623664e-30,8.407401454778239e-30,0.999989
0.007299,3.239233357468898e-30,9.051803249838749e-30,1.000000
0.007303,3.777238004319769e-30,7.852499742659377e-30,0.999996
0.007292,3.8454641240812086e-30,8.270554464656271e-30,0.999996
0.007264,3.868005530914088e-30,9.843237011856284e-30,0.999861
0.007271,3.4539484792766496e-30,7.268463046704384e-30,0.999915
0.007299,4.127830439589434e-30,9.556144647820759e-30,1.000000
0.007311,4.026718642075402e-30,8.759145209903965e-30,0.999976
0.007303,4.112930180716276e-30,9.32787825894466e-30,0.999997
0.007312,3.60817241426577e-30,9.989843182230815e-30,0.999974
0.007292,4.2505950045179975e-30,1.1700627648286018e-29,0.999997
0.007300,3.6861315020823555e-30,9.253866551581922e-30,0.999999
0.007291,3.512057069988181e-30,8.530656248005718e-30,0.999996
0.007294,4.486809077272864e-30,8.202128357051249e-30,0.999998
0.007313,4.5838750972581584e-30,7.476330002340262e-30,0.999971
0.007300,3.248517818477591e-30,8.478733902989946e-30,0.999999
0.007294,4.70169647996904e-30,8.20652122580171e-30,0.999998
0.007289,4.4065116231410445e-30,7.934281784784649e-30,0.999991
0.007308,3.646713380568977e-30,9.028409649644881e-30,0.999986
0.007311,3.5905311198430756e-30,8.611515651875544e-30,0.999978
0.007283,4.2893908606826075e-30,8.290222728361624e-30,0.999973
0.007303,3.556595031228248e-30,8.008843603923475e-30,0.999996
0.007297,3.53955272789856e-30,7.621942232982712e-30,1.000000
0.007312,3.786007864294022e-30,8.739211094686162e-30,0.999972
0.007298,3.820985507324327e-30,7.014471299694491e-30,1.000000
0.007298,3.6343904201241106e-30,6.698363885249707e-30,1.000000
0.007324,4.2086118832177035e-30,8.724998327417874e-30,0.999911
0.007274,3.5152435998235624e-30,7.859357006922589e-30,0.999934
0.007316,3.934223444338496e-30,8.21288124235772e-30,0.999956
0.007287,3.6129278505481954e-30,6.969498353145214e-30,0.999986
0.007284,3.694084123659192e-30,7.843098701168114e-30,0.999978
0.007292,4.2109292112855005e-30,8.20826010494891e-30,0.999996
0.007309,4.997717582549405e-30,9.800256395409594e-30,0.999984
0.007292,3.9861818673318944e-30,8.6928910798285e-30,0.999997
0.007298,3.948295110981833e-30,6.881790735332636e-30,1.000000
0.007300,4.056648939271928e-30,8.618325887274194e-30,0.999999
0.007314,4.066187774354158e-30,8.298164905966142e-30,0.999965
0.007293,4.01991811743419e-30,8.077490055989872e-30,0.999998
0.007290,4.2199958904392625e-30,8.604231243035533e-30,0.999993
0.007266,3.5954787303170635e-30,7.829183089775668e-30,0.999875
0.007311,4.04164599170245e-30,9.00564826733445e-30,0.999978
0.007286,3.702150414893256e-30,8.951662490637252e-30,0.999984
0.007290,4.143479102955779e-30,9.391733699188314e-30,0.999994
0.007316,3.9362120736357465e-30,8.472323733785628e-30,0.999954
0.007304,3.662532718848696e-30,8.557853060426717e-30,0.999995
0.007288,3.660473715623274e-30,8.699759792201943e-30,0.999989
0.007306,3.663338597273623e-30,8.282992772503826e-30,0.999991
0.007279,4.1366046238503815e-30,8.323735862223038e-30,0.999958
0.007284,4.0935102149336865e-30,1.0883511092283651e-29,0.999977
0.007306,4.01084151382261e-30,8.597178555481607e-30,0.999990
0.007292,4.238022994020781e-30,7.300023337707577e-30,0.999996
0.007325,3.904809772567469e-30,9.392247290762745e-30,0.999904
0.007263,4.357222563306396e-30,8.671361348641855e-30,0.999851
0.007284,3.3983236349566806e-30,8.725097666869858e-30,0.999978
0.007268,4.2021412424765076e-30,8.577178574410665e-30,0.999894
0.007302,3.9175572621837035e-30,8.683224839477853e-30,0.999997
0.007281,4.057036277030275e-30,8.543676159830602e-30,0.999968
0.007284,4.236071198327614e-30,9.430195054100558e-30,0.999977
0.007311,4.5567638404605706e-30,7.597935619530552e-30,0.999978
0.007301,3.779481723329346e-30,7.749045595311084e-30,0.999998
0.007298,3.595164363344861e-30,9.078846711137786e-30,1.000000
0.007310,4.012129840305652e-30,8.058409169916957e-30,0.999981
0.007306,3.7107883096807715e-30,8.077830931159614e-30,0.999991
0.007296,3.7485970138066735e-30,8.323828860279655e-30,1.000000
0.007259,3.964454111511304e-30,8.748001546744385e-30,0.999814
0.007301,3.9924565447621574e-30,8.073033603619049e-30,0.999998
0.007300,3.6952899905423014e-30,8.745376790744139e-30,0.999999
0.007303,3.642537313264015e-30,9.713941479661363e-30,0.999996
0.007291,3.610357979816186e-30,8.199478215927554e-30,0.999995
0.007313,3.8747250434131636e-30,8.479149333700646e-30,0.999968
0.007304,3.632875485603869e-30,9.548520279118143e-30,0.999995
0.007304,4.08528834971491e-30,8.315113601319159e-30,0.999994
0.007292,4.076903370026123e-30,8.560877738592255e-30,0.999997
0.007304,3.900801530920668e-30,7.198806657883489e-30,0.999994
0.007320,4.061261704887935e-30,8.135837539027435e-30,0.999933
0.007302,4.5290562602483115e-30,8.468441861069963e-30,0.999998
0.007289,4.182889234313728e-30,9.456788976802464e-30,0.999992
0.007308,3.75843775082374e-30,7.579838118336606e-30,0.999985
0.007292,4.393708175428859e-30,8.684702800383338e-30,0.999996
0.007296,3.492372280175994e-30,9.273459003392395e-30,1.000000
0.007317,4.256152170863719e-30,8.538061434267651e-30,0.999951
0.007280,3.967312076643064e-30,8.286619185107471e-30,0.999960
0.007302,3.4204168576401866e-30,8.648358606861959e-30,0.999997
0.007289,4.044571166643064e-30,9.859796275808474e-30,0.999990
0.007277,3.73750266504026e-30,8.164934675213483e-30,0.999951
0.007284,3.6554149153967914e-30,8.82278820690024e-30,0.999978
0.007308,3.615713911848319e-30,8.47028209411804e-30,0.999987
0.007289,3.743700365322265e-30,7.349133562521433e-30,0.999992
0.007282,4.234379019775149e-30,7.065332366537615e-30,0.999970
0.007298,3.641409833978944e-30,8.857875207534685e-30,1.000000
0.007283,4.306951198681244e-30,6.760805724870499e-30,0.999976
0.007308,4.273769274269503e-30,8.031927877024288e-30,0.999986
0.007285,4.5976288329031234e-30,7.636684059282081e-30,0.999981
0.007283,3.810656541413403e-30,8.205965811968442e-30,0.999975
0.007305,3.5874585965345055e-30,6.893089821278275e-30,0.999993
0.007297,4.1656970431664786e-30,7.86702196783912e-30,1.000000
0.007318,4.462934498422445e-30,8.525894282683803e-30,0.999947
0.007295,3.719681720983e-30,7.465783922228784e-30,1.000000
0.007304,4.759973801704368e-30,7.872646017463007e-30,0.999994
0.007299,3.789265407807367e-30,9.686218756314661e-30,1.000000
0.007293,4.01234989161876e-30,7.981014674429516e-30,0.999998
0.007283,3.959696991454762e-30,7.677362671506578e-30,0.999975
0.007323,4.341962304778721e-30,8.275083331474566e-30,0.999920
0.007312,4.2367808305597055e-30,7.997279939059218e-30,0.999974
0.007296,3.7677257156674476e-30,8.10784530490197e-30,1.000000
0.007278,3.4184141182671394e-30,7.933657276524909e-30,0.999955
0.007278,4.545266574183097e-30,9.155343789049173e-30,0.999954
0.007304,3.706321007242807e-30,7.88012713040303e-30,0.999995
0.007279,3.608642342316663e-30,8.323773334197435e-30,0.999959
0.007320,4.062562898553245e-30,6.994874491692434e-30,0.999934
0.007284,3.634245339412386e-30,8.322592070401629e-30,0.999978
0.007284,3.9946709244506906e-30,9.091049658508885e-30,0.999978
0.007290,4.2956172390722805e-30,8.049369553669504e-30,0.999993
0.007295,3.290072566803563e-30,8.287005929763988e-30,0.999999
0.007320,4.2639052309089465e-30,7.572527289347197e-30,0.999938
0.007318,4.2121107033052255e-30,8.643464898073301e-30,0.999946
0.007299,3.291486198931206e-30,8.57480342093286e-30,1.000000
0.007310,3.6733299442797266e-30,9.12796465350116e-30,0.999981
0.007298,4.27306350138861e-30,8.100724931056188e-30,1.000000
0.007322,3.9708516647526455e-30,9.164998910275143e-30,0.999926
0.007274,4.016413543137858e-30,8.626773100683473e-30,0.999930
0.007281,3.896165720662991e-30,9.277978639244448e-30,0.999965
0.007299,4.357948932659203e-30,8.736590432808376e-30,0.999999
0.007300,3.8752830186622965e-30,9.256395506187104e-30,0.999999
0.007291,4.129506759908787e-30,7.790667593915226e-30,0.999995
0.007316,4.02593248293565e-30,8.185269939262809e-30,0.999957
0.007285,4.112010123691518e-30,7.904844496096102e-30,0.999980
0.007300,4.0878200882348794e-30,9.494648045899267e-30,0.999999
0.007304,3.9332668624677505e-30,8.540543633347113e-30,0.999994
0.007305,4.149811716436404e-30,9.022881110778386e-30,0.999993
0.007317,3.654487939210729e-30,1.0076721222904215e-29,0.999953
0.007307,4.624540698186842e-30,7.284229765066444e-30,0.999989
0.007284,3.1566998810739016e-30,8.861610871605943e-30,0.999976
0.007291,3.81512189325557e-30,9.147361768689744e-30,0.999995
0.007280,4.3390156741469175e-30,7.797496977628954e-30,0.999961
0.007296,3.459491160792883e-30,9.446266551619804e-30,1.000000
0.007298,4.127857559442532e-30,7.866890263776558e-30,1.000000
0.007286,3.640832957521303e-30,1.021480438329918e-29,0.999983
0.007288,3.923003850912287e-30,8.431923667020525e-30,0.999990
0.007298,4.150836370496277e-30,8.754637707042142e-30,1.000000
0.007272,4.000213390948268e-30,9.641874937149182e-30,0.999918
0.007282,4.053971785749882e-30,9.720914585243397e-30,0.999971
0.007292,4.190703524047576e-30,9.65400725980779e-30,0.999997
0.007287,4.181134495451071e-30,7.99235175175101e-30,0.999988
0.007289,4.165015162360647e-30,9.018864329227843e-30,0.999992
0.007313,3.443537839819813e-30,8.580672805146058e-30,0.999969
0.007288,3.797534178203277e-30,7.541552204856262e-30,0.999988
0.007321,3.7581343968750106e-30,7.44921403681165e-30,0.999932
0.007294,3.220258827264088e-30,9.150699425028302e-30,0.999999
0.007277,4.228157732921774e-30,9.534765445955487e-30,0.999949
0.007286,3.5400796572451405e-30,6.181323237153538e-30,0.999984
0.007302,4.371102120005804e-30,7.845539136158921e-30,0.999997
0.007286,4.262189266417019e-30,8.044222968793123e-30,0.999983
0.007274,4.413965100590389e-30,9.188066176000994e-30,0.999932
0.007293,3.887633486647987e-30,8.29792665434099e-30,0.999997
0.007308,3.9220582658251776e-30,8.675555902751547e-30,0.999985
0.007290,3.480438234410361e-30,8.57280234477023e-30,0.999992
0.007330,3.960514695358919e-30,7.869734045936162e-30,0.999868
0.007279,4.346216268083963e-30,8.83826142497522e-30,0.999957
0.007313,3.742181512477248e-30,7.864885536768151e-30,0.999969
0.007298,3.9624922273578176e-30,9.766871760477365e-30,1.000000
0.007312,4.0739831469112786e-30,8.963390833341003e-30,0.999972
0.007271,3.772604130156668e-30,8.059558408786939e-30,0.999915
0.007298,3.941088529715967e-30,8.02820313229042e-30,1.000000
0.007305,3.842405043511944e-30,8.645689089356478e-30,0.999992
0.007301,3.7184268766294665e-30,8.015888484945533e-30,0.999998
0.007292,3.9955579541711526e-30,8.256494644494357e-30,0.999996
0.007298,3.841429811594936e-30,8.183975212222463e-30,1.000000
0.007307,4.6423966659667635e-30,9.363814832079339e-30,0.999989
0.007280,3.8864472781955994e-30,7.80672107143431e-30,0.999962
0.007296,3.113198601618492e-30,8.365607366503797e-30,1.000000
0.007295,4.001947039406586e-30,8.029260336040095e-30,0.999999
0.007283,4.042077692949296e-30,8.191580705394157e-30,0.999974
0.007297,4.315183857293606e-30,8.493817141046824e-30,1.000000
0.007266,4.063940714888386e-30,8.143263989793588e-30,0.999875
0.007303,4.0957993411177904e-30,7.019096696504413e-30,0.999995
0.007319,4.49539660419035e-30,8.884117257021857e-30,0.999940
0.007297,3.686333438725763e-30,8.895746165187524e-30,1.000000
0.007301,3.471584950847713e-30,7.285151901531517e-30,0.999998
0.007287,3.195870789354212e-30,7.459976744464525e-30,0.999988
0.007281,3.151102767082189e-30,9.0712433769094e-30,0.999967
0.007310,4.137579937495705e-30,8.749469916020182e-30,0.999980
0.007301,4.092350911707426e-30,8.611163397678439e-30,0.999999
0.007277,2.9236208283273363e-30,8.255235759428229e-30,0.999949
0.007301,3.873040638999261e-30,9.402450744539827e-30,0.999998
0.007322,3.66561051166064e-30,9.916407634462673e-30,0.999926
0.007306,3.879077212058505e-30,7.476590993010088e-30,0.999991
0.007282,3.965202572330998e-30,8.214065555174581e-30,0.999971
0.007287,3.841927029226794e-30,9.871690834210679e-30,0.999987
0.007308,4.073748165617117e-30,7.302027208918655e-30,0.999985
0.007267,3.472944766308313e-30,8.221525008665674e-30,0.999884
0.007324,4.123277153439527e-30,9.2710110384357e-30,0.999913
0.007313,3.817270544341842e-30,7.672014108848121e-30,0.999971
0.007299,3.636777472542015e-30,9.417247927684253e-30,1.000000
0.007305,4.198622340839015e-30,8.423502445102312e-30,0.999992
0.007287,4.059407840537435e-30,8.292160943003332e-30,0.999986
0.007301,4.233817241599422e-30,8.809752412726319e-30,0.999999
0.007290,3.150209447795308e-30,8.449021325759827e-30,0.999993
0.007280,3.6681446287880296e-30,8.381898120065568e-30,0.999963
0.007295,4.336510840829532e-30,6.985908342622844e-30,0.999999
0.007303,4.040755000869785e-30,9.672364835643962e-30,0.999997
0.007298,4.2397864991448056e-30,8.415903881806829e-30,1.000000
0.007304,4.436618971096918e-30,7.475876940954795e-30,0.999995
0.007297,3.686193522514321e-30,9.134500304616924e-30,1.000000
0.007302,4.047212573916545e-30,6.955707719806365e-30,0.999997
0.007327,3.72928454444615e-30,7.389986296289677e-30,0.999888
0.007302,4.031523397416524e-30,8.268223865302135e-30,0.999998
0.007296,3.9302708128725974e-30,8.837046226642355e-30,1.000000
0.007318,3.61119115448805e-30,9.185901315846232e-30,0.999948
0.007304,4.780237957109472e-30,9.779634023798332e-30,0.999994
0.007301,4.260415661159197e-30,8.818926775551969e-30,0.999998
0.007294,4.263260214983176e-30,9.631570080398139e-30,0.999999
0.007327,3.491392182222501e-30,9.279667503325473e-30,0.999887
0.007305,4.362872200404801e-30,7.913041508931823e-30,0.999993
0.007285,3.993552223500607e-30,9.364495151253501e-30,0.999979
0.007266,4.370723028469078e-30,8.475029023483446e-30,0.999880
0.007303,4.1471896046319005e-30,8.702879516132014e-30,0.999996
0.007300,3.96119245107278e-30,9.56930572836433e-30,0.999999
0.007268,4.289573155762128e-30,1.0327824911536388e-29,0.999895
0.007276,4.2687253700364485e-30,8.53377801367443e-30,0.999942
0.007302,4.757272705107932e-30,8.999263968475074e-30,0.999997
0.007300,3.8910071870080985e-30,7.530383048690852e-30,0.999999
0.007304,4.4936475301041406e-30,8.173079650263981e-30,0.999995
0.007289,3.507615270490915e-30,8.015111886315701e-30,0.999992
0.007314,3.685875747085616e-30,9.498166172386703e-30,0.999967
0.007310,4.0841238225658356e-30,9.592075279692336e-30,0.999979
0.007308,4.202715669664541e-30,8.753016974530534e-30,0.999986
0.007280,3.236256114568446e-30,8.141165290903652e-30,0.999962
0.007292,3.635801384079982e-30,8.106710705582718e-30,0.999996
0.007280,4.0050210039318486e-30,8.08292228558083e-30,0.999964
0.007308,3.535506127664453e-30,8.89366034129386e-30,0.999987
0.007279,3.967579684203407e-30,7.994567031955488e-30,0.999957
0.007318,3.7911874886548226e-30,7.225864552241392e-30,0.999944
0.007292,4.352378110414296e-30,7.356783455416497e-30,0.999996
0.007317,4.339947682967437e-30,8.725441990821459e-30,0.999954
0.007290,3.494324995815712e-30,6.617542463938861e-30,0.999992
0.007306,4.1385159734671694e-30,8.559516191204814e-30,0.999991
0.007321,4.2666475822767664e-30,7.323712748823594e-30,0.999929
0.007312,3.8676554764753015e-30,9.347347998369917e-30,0.999973
0.007310,3.9643018781075464e-30,8.56616363910306e-30,0.999980
0.007311,4.310277371660509e-30,8.517317699726753e-30,0.999976
0.007317,4.220876413811864e-30,9.42514063957024e-30,0.999951
0.007308,3.152677292798481e-30,7.771318014088787e-30,0.999987
0.007301,3.544272692839595e-30,7.482521583619798e-30,0.999998
0.007307,3.7758651152848694e-30,1.0135115131808754e-29,0.999989
0.007302,3.83736412110788e-30,7.907144494743442e-30,0.999997
0.007301,3.9660673350976486e-30,9.494052847634995e-30,0.999998
0.007281,4.207479162706726e-30,7.887977666790395e-30,0.999966
0.007297,3.669954794404833e-30,8.216699117766897e-30,1.000000
0.007281,3.677441753185045e-30,9.927579455207008e-30,0.999967
0.007263,4.1223039069297684e-30,9.414586304083628e-30,0.999856
0.007293,4.55083027145773e-30,7.71033285067283e-30,0.999998
0.007292,3.3590932180850105e-30,9.364901565306832e-30,0.999996
0.007294,4.14958703937573e-30,9.253198137644348e-30,0.999999
0.007311,3.97098940216038e-30,7.837922527899635e-30,0.999975
0.007286,3.764416203865618e-30,8.17694330228138e-30,0.999985
0.007280,3.418570263186234e-30,7.40399628399342e-30,0.999962
0.007302,4.6107422456924365e-30,9.00247336017661e-30,0.999998
0.007274,3.681437022962496e-30,8.308175311126555e-30,0.999934
0.007275,4.212927969435198e-30,8.53052014815122e-30,0.999935
0.007284,3.667290512543083e-30,7.743492495531229e-30,0.999977
0.007325,4.150393481866646e-30,8.241142619096027e-30,0.999908
0.007291,3.763762863160339e-30,9.961186223179868e-30,0.999995
0.007302,3.581768421618263e-30,8.71049778671688e-30,0.999998
0.007293,3.602442798486948e-30,7.686189281610698e-30,0.999997
0.007282,4.1993616068870414e-30,8.83968377531031e-30,0.999972
0.007297,4.3262420196275775e-30,8.529879098980697e-30,1.000000
0.007291,3.753496643453416e-30,8.25485325755111e-30,0.999995
0.007293,4.422683710503602e-30,8.847547895521307e-30,0.999998
0.007303,3.79137255509159e-30,9.128969095473267e-30,0.999996
0.007329,4.5411936074403696e-30,8.588973637977397e-30,0.999878
0.007313,4.0718383814192565e-30,9.555761563776177e-30,0.999971
0.007271,4.247437833052404e-30,8.317090484147493e-30,0.999915
0.007292,3.366833792659537e-30,6.538944356814021e-30,0.999997
0.007308,3.2853215958031444e-30,8.086625753752922e-30,0.999986
0.007300,3.461951745076073e-30,8.572696631761595e-30,0.999999
0.007295,3.528444910331929e-30,6.1619410323194216e-30,0.999999
0.007302,3.794267451622525e-30,8.601980632572122e-30,0.999997
0.007279,3.45321231084912e-30,8.091419041501311e-30,0.999958
0.007270,4.0691189491328736e-30,8.00488129524337e-30,0.999907
0.007285,3.720580369768461e-30,8.011715318825923e-30,0.999982
0.007311,3.858066637843632e-30,8.937033393674296e-30,0.999978
0.007279,3.876134332061514e-30,8.798207903398112e-30,0.999957
0.007297,3.926208607471617e-30,9.225779547427737e-30,1.000000
0.007286,4.0598421663198285e-30,8.19453030346536e-30,0.999985
0.007286,4.128331578273169e-30,8.316689357913473e-30,0.999984
0.007285,4.208654755122952e-30,9.561591531394715e-30,0.999982
0.007317,3.740777632297398e-30,8.379071310717508e-30,0.999952
0.007304,3.804342762641459e-30,1.0578612951601201e-29,0.999994
0.007286,4.038466955703869e-30,8.769458311820575e-30,0.999982
0.007317,3.741594233615307e-30,6.855163296192182e-30,0.999952
0.007312,3.551151780724865e-30,9.054234101722458e-30,0.999975
0.007268,3.8592215292565276e-30,6.843697028532556e-30,0.999894
0.007283,3.675916415880535e-30,9.966921615764877e-30,0.999974
0.007298,3.428864902322657e-30,7.623820226506375e-30,1.000000
0.007302,3.989799294486506e-30,7.28576594921818e-30,0.999997
0.007304,3.528721573221502e-30,9.534243452401923e-30,0.999994
0.007301,4.278025024757891e-30,9.048946708743842e-30,0.999998
0.007314,4.179688077527734e-30,8.869285038734499e-30,0.999965
0.007310,4.224997559151793e-30,7.942974558873557e-30,0.999980
0.007306,3.3816688187024705e-30,9.323782750912377e-30,0.999992
0.007277,3.687590164887341e-30,9.197949523156371e-30,0.999949
0.007304,4.382308002148877e-30,8.714687551866976e-30,0.999994
0.007304,3.1168630664793433e-30,8.267939846962086e-30,0.999995
0.007295,3.677449653324692e-30,7.422382923995775e-30,0.999999
0.007291,4.385375415809407e-30,1.0136181833141523e-29,0.999996
0.007298,3.29691653804857e-30,7.186903727790541e-30,1.000000
0.007284,4.286908698838987e-30,7.85289638951928e-30,0.999977
0.007270,4.149600591840191e-30,8.834952673039592e-30,0.999907
0.007296,3.6521506954554354e-30,9.42505687675383e-30,1.000000
0.007330,3.0594007169612973e-30,8.819209024467472e-30,0.999870
0.007292,3.8054144710373986e-30,7.073343572115601e-30,0.999997
0.007307,2.867957113361833e-30,7.463571632870885e-30,0.999988
0.007298,3.9011766843392484e-30,9.030156149640909e-30,1.000000
0.007262,3.427643213917405e-30,8.715635260665616e-30,0.999839
0.007305,4.688763705592763e-30,9.540266972109252e-30,0.999993
0.007259,3.9566407955345885e-30,8.433543649716034e-30,0.999813
0.007309,4.1413344917409746e-30,8.102868787698008e-30,0.999982
0.007292,3.853803536656357e-30,8.020986066135231e-30,0.999997
0.007303,3.416888729983094e-30,9.010854192059758e-30,0.999996
0.007290,4.1674470695981126e-30,8.986247477833709e-30,0.999993
0.007286,4.096582551780198e-30,9.860050332074772e-30,0.999985
0.007295,3.840907417824746e-30,8.662270295938575e-30,0.999999
0.007303,3.8086855349849806e-30,7.346468533692323e-30,0.999995
0.007297,4.253477832971765e-30,9.445600753133668e-30,1.000000
0.007294,3.7824111522232936e-30,7.590533208010266e-30,0.999999
0.007305,3.495557864675387e-30,8.771978262922881e-30,0.999992
0.007309,3.6831404455165716e-30,7.099190345363197e-30,0.999984
0.007290,3.5285315379516174e-30,8.500698504448248e-30,0.999994
0.007323,3.927339289588183e-30,8.011131912876198e-30,0.999915
0.007284,3.794496234815068e-30,8.22132628783268e-30,0.999978
0.007307,4.327914148843663e-30,8.636748971442748e-30,0.999989
0.007291,4.212189076904726e-30,9.064216138523771e-30,0.999995
0.007316,3.382891376842126e-30,8.567578773647867e-30,0.999959
0.007290,3.9040639919679705e-30,7.65021739630956e-30,0.999992
0.007287,3.952604623216331e-30,7.565335472423034e-30,0.999986
0.007302,3.710029406406417e-30,9.18251888659805e-30,0.999997
0.007283,4.304851182881058e-30,8.124832568653847e-30,0.999974
0.007280,4.336432418255387e-30,8.148106790762867e-30,0.999964
0.007292,4.0379622868597966e-30,9.176050975116075e-30,0.999996
0.007320,3.570934310586515e-30,9.306616523628684e-30,0.999937
0.007291,3.428086278583619e-30,8.280302478417483e-30,0.999996
0.007316,4.0302424829848514e-30,8.83670836547881e-30,0.999958
0.007309,4.777113895407315e-30,8.756844101495712e-30,0.999984
0.007318,2.843284787100328e-30,9.349953774261624e-30,0.999945
0.007302,4.3413205750711964e-30,9.082555299477158e-30,0.999998
0.007310,3.5499224308090976e-30,8.61866640974084e-30,0.999981
0.007270,3.718667770453559e-30,8.205666879659261e-30,0.999907
0.007284,3.8898209180858094e-30,9.471200561593246e-30,0.999977
0.007293,4.590426838756214e-30,9.376804181016519e-30,0.999998
0.007299,3.728735048172508e-30,8.470587181893605e-30,1.000000
0.007313,4.126333174185485e-30,8.046011530811743e-30,0.999968
0.007284,4.409451423433634e-30,9.143555642121135e-30,0.999977
0.007300,4.155620672343681e-30,9.398920114431675e-30,0.999999
0.007303,3.9495088901464184e-30,8.259126399988869e-30,0.999996
0.007288,3.80844376153293e-30,8.111276926290505e-30,0.999989
0.007312,3.443554161236269e-30,6.618700663723572e-30,0.999972
0.007295,3.3416084903980286e-30,8.877723043750416e-30,0.999999
0.007284,3.556433281544536e-30,8.806973203657184e-30,0.999978
0.007336,4.4358429725744505e-30,7.976026727616356e-30,0.999811
0.007296,4.782347921605354e-30,8.937219274191395e-30,1.000000
0.007291,4.281369120735235e-30,9.006308316907993e-30,0.999996
0.007291,4.177483993968269e-30,7.566628152426395e-30,0.999996
0.007316,3.925173605378114e-30,7.605144005913359e-30,0.999957
0.007310,3.9432670659685044e-30,9.525599543277642e-30,0.999979
0.007314,4.317424179003694e-30,9.45780829503618e-30,0.999965
0.007310,3.4188101841156904e-30,9.867868503814996e-30,0.999979
0.007310,4.088520878543935e-30,8.772315500579274e-30,0.999980
0.007302,4.323450408057447e-30,9.165326741054978e-30,0.999997
0.007303,4.459868756450835e-30,8.466228712149293e-30,0.999996
0.007303,4.241859835439646e-30,7.860677269015639e-30,0.999997
0.007300,3.5976664698522005e-30,8.202762377115213e-30,0.999999
0.007302,4.397153094767027e-30,8.364653327387097e-30,0.999997
0.007299,4.364699512374272e-30,8.311039061522811e-30,1.000000
0.007303,3.453786680289624e-30,8.537280119684062e-30,0.999996
0.007289,4.007141396863036e-30,8.176234097632964e-30,0.999992
0.007296,3.990634657260192e-30,8.613889238231329e-30,1.000000
0.007286,3.597469051301674e-30,8.934073659082189e-30,0.999983
0.007270,2.847113626314066e-30,8.534684868756853e-30,0.999908
0.007293,3.44511842806433e-30,8.932659413597291e-30,0.999997
0.007303,4.1285455227671614e-30,7.887280981864762e-30,0.999997
0.007305,4.464323196946807e-30,8.739850951821096e-30,0.999993
0.007312,3.681988779747904e-30,7.46741250280005e-30,0.999973
0.007328,3.6552194036931984e-30,8.349107242746034e-30,0.999881
0.007300,3.752328644764268e-30,7.536173303799957e-30,0.999999
0.007314,3.895534557626718e-30,8.612270586094122e-30,0.999967
0.007308,3.8813183216963934e-30,7.408481490170313e-30,0.999986
0.007301,3.721810710044223e-30,8.70169194839739e-30,0.999999
0.007299,4.020186803905978e-30,7.429506774865849e-30,1.000000
0.007287,4.699796892253784e-30,8.73322867084801e-30,0.999987
0.007280,3.756908993033199e-30,8.504650358310427e-30,0.999960
0.007297,5.035225381159339e-30,8.256934491883254e-30,1.000000
0.007282,4.2891009514089744e-30,9.18620249469614e-30,0.999969
0.007297,3.8056900591057354e-30,8.51666173715548e-30,1.000000
0.007284,4.355030473242125e-30,9.183760896825332e-30,0.999979
0.007322,3.960360574850026e-30,8.214317733051987e-30,0.999922
0.007292,4.001680478192668e-30,8.892208210833585e-30,0.999996
0.007299,3.907206151396624e-30,8.03115244839254e-30,1.000000
0.007293,4.0172137980164316e-30,7.385715462240069e-30,0.999997
0.007301,4.0903455988321186e-30,8.248494734650065e-30,0.999998
0.007283,4.343110005653694e-30,9.475926527727126e-30,0.999973
0.007280,4.4500227289241176e-30,8.032075938126812e-30,0.999964
0.007286,3.94399646261695e-30,7.900152234703819e-30,0.999984
0.007310,3.845582796949265e-30,7.762925579147351e-30,0.999981
0.007301,3.709327578610669e-30,6.681353320796901e-30,0.999998
0.007298,2.875326549939759e-30,9.569042221135636e-30,1.000000
0.007293,4.160824758620791e-30,7.841122431043865e-30,0.999998
0.007295,4.4608449232813876e-30,7.857808329607491e-30,1.000000
0.007296,3.6042731246061106e-30,8.396119803004729e-30,1.000000
0.007302,4.375127565268636e-30,9.071904043255677e-30,0.999998
0.007311,4.0853243111974e-30,6.838874032067912e-30,0.999978
0.007304,4.1201929770131154e-30,7.298600222439831e-30,0.999994
0.007284,3.338807125874121e-30,8.012418077096282e-30,0.999978
